0,11,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,11,0






0,11,-1






-1,10,-1






-3,10,-2






-4,8,-3






-5,6,-3






-6,5,-3






-7,4,-4






-7,4,-4






-8,2,-5






-8,2,-4






-8,1,-4






-9,1,-4






-8,1,-5






-8,1,-4






-9,0,-4






-8,0,-4






-9,0,-4






-9,0,-4






-8,0,-4






-8,1,-4






-8,2,-4






-7,4,-4






-6,6,-4






-4,8,-3






-2,9,-2






0,12,-1






0,11,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,11,0






0,10,0






0,11,0






0,10,0






0,10,0
