0,11,0






0,10,0






0,10,0






0,11,0






0,10,0






0,10,0






0,10,0






0,10,0






0,11,0






0,10,0






0,11,0






1,13,0






0,11,0






-2,9,0






-3,9,0






-5,8,1






-7,8,1






-8,5,1






-9,3,2






-9,1,1






-10,0,1






-9,-1,1






-8,-3,2






-8,-4,1






-9,-4,2






-9,-2,2






-9,-1,2






-9,0,1






-9,2,1






-8,6,0






-7,7,0






-5,9,0






-3,9,0






0,12,0






0,11,0






0,10,0






0,10,0






1,10,0






0,12,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0






0,10,0
